901,电信,内容因关键字进审核，过了审核时效性运营商驳回,如果内容允许，建议重新提交。
PC:0001,移动,上海移动网关群发还款通知信息内容报错,换通道
PB:0001,移动,上海移动网关群发还款通知信息内容报错,换通道
602 err,三网,关机暂停服务,建议客服人员查询
650 err,三网,空号,建议客服人员查询
LJ:0000,移动,内容有问题，运营商驳回,建议客服人员查询
UND:801,电信,空号,建议客服人员查询
UND:601,电信,空号,建议客服人员查询
UND:701,电信,空号,建议客服人员查询
MG:0088,联通,超速导致失败,重新提交
MD:9911,联通,屏蔽北京,建议客服人员查询
MF:9020,移动,该号段不支持,建议客服人员查询
Err_Num,电信,空号,建议客服人员查询
